run,rung,config,tool,calls,calls_per_question
20260726-224953-gpt-5-mini,7,R6,get_metric_tree,16,0.14
20260726-224953-gpt-5-mini,7,R6,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,R6,get_schema,4,0.035
20260726-224953-gpt-5-mini,7,R6,describe_table,2,0.018
20260726-224953-gpt-5-mini,7,R6-coverage_check,query_metric,112,0.982
20260726-224953-gpt-5-mini,7,R6-coverage_check,list_metrics,100,0.877
20260726-224953-gpt-5-mini,7,R6-coverage_check,check_metric_exists,49,0.43
20260726-224953-gpt-5-mini,7,R6-coverage_check,check_coverage,30,0.263
20260726-224953-gpt-5-mini,7,R6-coverage_check,check_segment_defined,28,0.246
20260726-224953-gpt-5-mini,7,R6-coverage_check,explain_change,27,0.237
20260726-224953-gpt-5-mini,7,R6-coverage_check,get_metric_tree,20,0.175
20260726-224953-gpt-5-mini,7,R6-coverage_check,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,R6-coverage_check,get_schema,2,0.018
20260726-224953-gpt-5-mini,7,R6-resolve,query_metric,125,1.096
20260726-224953-gpt-5-mini,7,R6-resolve,list_metrics,96,0.842
20260726-224953-gpt-5-mini,7,R6-resolve,explain_change,37,0.325
20260726-224953-gpt-5-mini,7,R6-resolve,check_coverage,33,0.289
20260726-224953-gpt-5-mini,7,R6-resolve,check_metric_exists,31,0.272
20260726-224953-gpt-5-mini,7,R6-resolve,get_metric_tree,16,0.14
20260726-224953-gpt-5-mini,7,R6-resolve,check_segment_defined,14,0.123
20260726-224953-gpt-5-mini,7,R6-resolve,check_causal_evidence,8,0.07
20260726-224953-gpt-5-mini,7,R6-tool_restriction,query_metric,125,1.096
20260726-224953-gpt-5-mini,7,R6-tool_restriction,list_metrics,92,0.807
20260726-224953-gpt-5-mini,7,R6-tool_restriction,check_coverage,44,0.386
20260726-224953-gpt-5-mini,7,R6-tool_restriction,check_segment_defined,31,0.272
20260726-224953-gpt-5-mini,7,R6-tool_restriction,explain_change,31,0.272
20260726-224953-gpt-5-mini,7,R6-tool_restriction,check_metric_exists,28,0.246
20260726-224953-gpt-5-mini,7,R6-tool_restriction,get_metric_tree,20,0.175
20260726-224953-gpt-5-mini,7,R6-tool_restriction,run_sql,14,0.123
20260726-224953-gpt-5-mini,7,R6-tool_restriction,check_causal_evidence,8,0.07
20260726-224953-gpt-5-mini,7,R6-tool_restriction,get_schema,6,0.053
20260726-224953-gpt-5-mini,7,R6-tool_restriction,describe_table,3,0.026
20260726-224953-gpt-5-mini,7,R7,query_metric,124,1.088
20260726-224953-gpt-5-mini,7,R7,list_metrics,86,0.754
20260726-224953-gpt-5-mini,7,R7,explain_change,45,0.395
20260726-224953-gpt-5-mini,7,R7,check_metric_exists,43,0.377
20260726-224953-gpt-5-mini,7,R7,check_coverage,32,0.281
20260726-224953-gpt-5-mini,7,R7,check_segment_defined,22,0.193
20260726-224953-gpt-5-mini,7,R7,get_metric_tree,15,0.132
20260726-224953-gpt-5-mini,7,R7,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,R7-coverage_check,query_metric,123,1.079
20260726-224953-gpt-5-mini,7,R7-coverage_check,list_metrics,102,0.895
20260726-224953-gpt-5-mini,7,R7-coverage_check,check_metric_exists,39,0.342
20260726-224953-gpt-5-mini,7,R7-coverage_check,check_coverage,29,0.254
20260726-224953-gpt-5-mini,7,R7-coverage_check,explain_change,27,0.237
20260726-224953-gpt-5-mini,7,R7-coverage_check,check_segment_defined,25,0.219
20260726-224953-gpt-5-mini,7,R7-coverage_check,get_metric_tree,14,0.123
20260726-224953-gpt-5-mini,7,R7-coverage_check,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,R7-resolve,query_metric,128,1.123
20260726-224953-gpt-5-mini,7,R7-resolve,list_metrics,89,0.781
20260726-224953-gpt-5-mini,7,R7-resolve,explain_change,40,0.351
20260726-224953-gpt-5-mini,7,R7-resolve,check_coverage,33,0.289
20260726-224953-gpt-5-mini,7,R7-resolve,check_metric_exists,32,0.281
20260726-224953-gpt-5-mini,7,R7-resolve,get_metric_tree,14,0.123
20260726-224953-gpt-5-mini,7,R7-resolve,check_segment_defined,14,0.123
20260726-224953-gpt-5-mini,7,R7-resolve,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,R8,query_metric,122,1.07
20260726-224953-gpt-5-mini,7,R8,list_metrics,94,0.825
20260726-224953-gpt-5-mini,7,R8,explain_change,40,0.351
20260726-224953-gpt-5-mini,7,R8,check_segment_defined,28,0.246
20260726-224953-gpt-5-mini,7,R8,check_metric_exists,28,0.246
20260726-224953-gpt-5-mini,7,R8,check_coverage,27,0.237
20260726-224953-gpt-5-mini,7,R8,get_metric_tree,22,0.193
20260726-224953-gpt-5-mini,7,R8,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,R8,describe_table,1,0.009
20260726-224953-gpt-5-mini,7,R8,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,R8-coverage_check,query_metric,130,1.14
20260726-224953-gpt-5-mini,7,R8-coverage_check,list_metrics,104,0.912
20260726-224953-gpt-5-mini,7,R8-coverage_check,check_metric_exists,36,0.316
20260726-224953-gpt-5-mini,7,R8-coverage_check,check_coverage,30,0.263
20260726-224953-gpt-5-mini,7,R8-coverage_check,check_segment_defined,28,0.246
20260726-224953-gpt-5-mini,7,R8-coverage_check,explain_change,26,0.228
20260726-224953-gpt-5-mini,7,R8-coverage_check,get_metric_tree,14,0.123
20260726-224953-gpt-5-mini,7,R8-coverage_check,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,R8-coverage_check,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,R8-resolve,query_metric,135,1.184
20260726-224953-gpt-5-mini,7,R8-resolve,list_metrics,87,0.763
20260726-224953-gpt-5-mini,7,R8-resolve,explain_change,38,0.333
20260726-224953-gpt-5-mini,7,R8-resolve,check_coverage,37,0.325
20260726-224953-gpt-5-mini,7,R8-resolve,check_metric_exists,37,0.325
20260726-224953-gpt-5-mini,7,R8-resolve,get_metric_tree,16,0.14
20260726-224953-gpt-5-mini,7,R8-resolve,check_segment_defined,11,0.096
20260726-224953-gpt-5-mini,7,R8-resolve,check_causal_evidence,6,0.053
20260726-224953-gpt-5-mini,7,R9,query_metric,127,1.114
20260726-224953-gpt-5-mini,7,R9,list_metrics,88,0.772
20260726-224953-gpt-5-mini,7,R9,explain_change,37,0.325
20260726-224953-gpt-5-mini,7,R9,check_metric_exists,26,0.228
20260726-224953-gpt-5-mini,7,R9,check_segment_defined,26,0.228
20260726-224953-gpt-5-mini,7,R9,check_coverage,24,0.211
20260726-224953-gpt-5-mini,7,R9,get_metric_tree,13,0.114
20260726-224953-gpt-5-mini,7,R9,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,R9-coverage_check,query_metric,122,1.07
20260726-224953-gpt-5-mini,7,R9-coverage_check,list_metrics,105,0.921
20260726-224953-gpt-5-mini,7,R9-coverage_check,explain_change,34,0.298
20260726-224953-gpt-5-mini,7,R9-coverage_check,check_metric_exists,33,0.289
20260726-224953-gpt-5-mini,7,R9-coverage_check,check_coverage,30,0.263
20260726-224953-gpt-5-mini,7,R9-coverage_check,check_segment_defined,27,0.237
20260726-224953-gpt-5-mini,7,R9-coverage_check,get_metric_tree,16,0.14
20260726-224953-gpt-5-mini,7,R9-coverage_check,check_causal_evidence,11,0.096
20260726-224953-gpt-5-mini,7,R9-coverage_check,get_schema,3,0.026
20260726-224953-gpt-5-mini,7,R9-coverage_check,describe_table,1,0.009
20260726-224953-gpt-5-mini,7,R9-output_validation,query_metric,120,1.053
20260726-224953-gpt-5-mini,7,R9-output_validation,list_metrics,93,0.816
20260726-224953-gpt-5-mini,7,R9-output_validation,explain_change,40,0.351
20260726-224953-gpt-5-mini,7,R9-output_validation,check_metric_exists,32,0.281
20260726-224953-gpt-5-mini,7,R9-output_validation,check_segment_defined,23,0.202
20260726-224953-gpt-5-mini,7,R9-output_validation,get_metric_tree,18,0.158
20260726-224953-gpt-5-mini,7,R9-output_validation,check_coverage,16,0.14
20260726-224953-gpt-5-mini,7,R9-output_validation,check_causal_evidence,13,0.114
20260726-224953-gpt-5-mini,7,R9-output_validation,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,R9-output_validation,describe_table,1,0.009
20260726-224953-gpt-5-mini,7,R9-resolve,query_metric,136,1.193
20260726-224953-gpt-5-mini,7,R9-resolve,list_metrics,89,0.781
20260726-224953-gpt-5-mini,7,R9-resolve,explain_change,36,0.316
20260726-224953-gpt-5-mini,7,R9-resolve,check_coverage,35,0.307
20260726-224953-gpt-5-mini,7,R9-resolve,check_metric_exists,21,0.184
20260726-224953-gpt-5-mini,7,R9-resolve,get_metric_tree,13,0.114
20260726-224953-gpt-5-mini,7,R9-resolve,check_segment_defined,11,0.096
20260726-224953-gpt-5-mini,7,R9-resolve,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,R9-resolve,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,R9-resolve,describe_table,1,0.009
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,query_metric,122,1.07
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,list_metrics,97,0.851
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_metric_exists,35,0.307
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_coverage,25,0.219
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,explain_change,24,0.211
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_segment_defined,23,0.202
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,get_metric_tree,15,0.132
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_causal_evidence,13,0.114
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,query_metric,122,1.07
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,list_metrics,91,0.798
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_coverage,32,0.281
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,explain_change,32,0.281
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_metric_exists,31,0.272
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_segment_defined,28,0.246
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,get_metric_tree,17,0.149
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,run_sql,11,0.096
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,get_schema,3,0.026
20260726-224953-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,describe_table,2,0.018
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,query_metric,120,1.053
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,list_metrics,104,0.912
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_coverage,42,0.368
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_metric_exists,34,0.298
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_segment_defined,32,0.281
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,explain_change,29,0.254
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,get_metric_tree,18,0.158
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,run_sql,17,0.149
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,get_schema,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+resolve+transparency,describe_table,4,0.035
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,query_metric,121,1.061
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,list_metrics,100,0.877
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_metric_exists,36,0.316
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_coverage,28,0.246
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_segment_defined,27,0.237
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,explain_change,27,0.237
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,get_metric_tree,14,0.123
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_causal_evidence,11,0.096
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,query_metric,128,1.123
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,list_metrics,108,0.947
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_coverage,40,0.351
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_metric_exists,37,0.325
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,explain_change,33,0.289
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_segment_defined,23,0.202
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,get_metric_tree,15,0.132
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,describe_table,2,0.018
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,get_schema,2,0.018
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,query_metric,122,1.07
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,list_metrics,108,0.947
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,explain_change,37,0.325
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_metric_exists,29,0.254
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_coverage,28,0.246
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,get_metric_tree,13,0.114
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_segment_defined,11,0.096
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,query_metric,129,1.132
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,list_metrics,103,0.904
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,explain_change,37,0.325
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_coverage,34,0.298
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_metric_exists,31,0.272
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_segment_defined,17,0.149
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,get_metric_tree,12,0.105
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_causal_evidence,10,0.088
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,describe_table,3,0.026
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,query_metric,132,1.158
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,list_metrics,114,1.0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,explain_change,35,0.307
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_metric_exists,31,0.272
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_coverage,26,0.228
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_segment_defined,20,0.175
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,get_metric_tree,12,0.105
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,describe_table,2,0.018
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,get_schema,2,0.018
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,query_metric,130,1.14
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,list_metrics,106,0.93
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_coverage,33,0.289
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_metric_exists,30,0.263
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,explain_change,29,0.254
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_segment_defined,15,0.132
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,get_metric_tree,13,0.114
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,describe_table,3,0.026
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,get_schema,1,0.009
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,query_metric,105,0.921
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,list_metrics,99,0.868
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,check_coverage,48,0.421
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,explain_change,41,0.36
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,check_metric_exists,38,0.333
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,run_sql,21,0.184
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,check_segment_defined,21,0.184
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,get_metric_tree,16,0.14
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,get_schema,13,0.114
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,check_causal_evidence,9,0.079
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,describe_table,6,0.053
20260726-215742-gpt-5-mini,7,R1,list_metrics,157,0.918
20260726-215742-gpt-5-mini,7,R1,query_metric,155,0.906
20260726-215742-gpt-5-mini,7,R1,explain_change,49,0.287
20260726-215742-gpt-5-mini,7,R1,get_schema,36,0.211
20260726-215742-gpt-5-mini,7,R1,run_sql,33,0.193
20260726-215742-gpt-5-mini,7,R1,get_metric_tree,24,0.14
20260726-215742-gpt-5-mini,7,R1,describe_table,8,0.047
20260726-215928-gpt-5-mini,7,R9,query_metric,145,0.848
20260726-215928-gpt-5-mini,7,R9,list_metrics,80,0.468
20260726-215928-gpt-5-mini,7,R9,explain_change,36,0.211
20260726-215928-gpt-5-mini,7,R9,check_segment_defined,26,0.152
20260726-215928-gpt-5-mini,7,R9,check_metric_exists,20,0.117
20260726-215928-gpt-5-mini,7,R9,get_metric_tree,17,0.099
20260726-215928-gpt-5-mini,7,R9,check_coverage,10,0.058
20260726-215928-gpt-5-mini,7,R9,check_causal_evidence,7,0.041
20260726-215928-gpt-5-mini,7,R9,describe_table,1,0.006
20260726-220626-gpt-5.6-terra,7,R1,query_metric,140,0.819
20260726-220626-gpt-5.6-terra,7,R1,list_metrics,135,0.789
20260726-220626-gpt-5.6-terra,7,R1,run_sql,39,0.228
20260726-220626-gpt-5.6-terra,7,R1,get_schema,38,0.222
20260726-220626-gpt-5.6-terra,7,R1,explain_change,35,0.205
20260726-220626-gpt-5.6-terra,7,R1,get_metric_tree,25,0.146
20260726-220626-gpt-5.6-terra,7,R1,describe_table,10,0.058
20260726-220729-gpt-5.6-terra,7,R9,query_metric,125,0.731
20260726-220729-gpt-5.6-terra,7,R9,check_metric_exists,48,0.281
20260726-220729-gpt-5.6-terra,7,R9,explain_change,46,0.269
20260726-220729-gpt-5.6-terra,7,R9,check_causal_evidence,14,0.082
20260726-220729-gpt-5.6-terra,7,R9,list_metrics,12,0.07
20260726-220729-gpt-5.6-terra,7,R9,check_coverage,9,0.053
20260726-220729-gpt-5.6-terra,7,R9,check_segment_defined,9,0.053
20260726-220729-gpt-5.6-terra,7,R9,get_metric_tree,7,0.041
20260728-041240-gpt-5.6-sol,7,R9,query_metric,166,0.971
20260728-041240-gpt-5.6-sol,7,R9,check_metric_exists,57,0.333
20260728-041240-gpt-5.6-sol,7,R9,explain_change,41,0.24
20260728-041240-gpt-5.6-sol,7,R9,list_metrics,24,0.14
20260728-041240-gpt-5.6-sol,7,R9,check_causal_evidence,15,0.088
20260728-041240-gpt-5.6-sol,7,R9,check_segment_defined,14,0.082
20260728-041240-gpt-5.6-sol,7,R9,check_coverage,12,0.07
20260728-041240-gpt-5.6-sol,7,R9,get_metric_tree,8,0.047
20260726-220152-gpt-5-mini,7,R9,query_metric,200,1.17
20260726-220152-gpt-5-mini,7,R9,list_metrics,139,0.813
20260726-220152-gpt-5-mini,7,R9,explain_change,57,0.333
20260726-220152-gpt-5-mini,7,R9,check_metric_exists,48,0.281
20260726-220152-gpt-5-mini,7,R9,check_segment_defined,47,0.275
20260726-220152-gpt-5-mini,7,R9,check_coverage,34,0.199
20260726-220152-gpt-5-mini,7,R9,get_metric_tree,27,0.158
20260726-220152-gpt-5-mini,7,R9,check_causal_evidence,13,0.076
20260726-220152-gpt-5-mini,7,R9,get_schema,1,0.006
20260726-222055-gpt-5-mini,7,R9,query_metric,195,1.14
20260726-222055-gpt-5-mini,7,R9,list_metrics,144,0.842
20260726-222055-gpt-5-mini,7,R9,explain_change,63,0.368
20260726-222055-gpt-5-mini,7,R9,check_metric_exists,44,0.257
20260726-222055-gpt-5-mini,7,R9,check_coverage,39,0.228
20260726-222055-gpt-5-mini,7,R9,check_segment_defined,36,0.211
20260726-222055-gpt-5-mini,7,R9,check_causal_evidence,18,0.105
20260726-222055-gpt-5-mini,7,R9,get_metric_tree,16,0.094
20260726-222055-gpt-5-mini,7,R9,get_schema,2,0.012
20260726-222055-gpt-5-mini,7,R9,describe_table,1,0.006
